name,address,type,product
(주)글로리아,경상남도 창원시 의창구 대산면 주남로327번길 35-17 (주식회사글로리아),기타 물품 취급장비 제조업,초중량물이동시스템
(주)글로벌신화,경상남도 창원시 의창구 대산면 가술리 666-1번지,금속탱크 및 저장용기 제조업 외 45 종,금속탱크 및 저장용기
(주)글로벌코딩연구소,"경상남도 창원시 마산합포구 3·15대로 298, 406호 (서성동)",그 외 기타 전자부품 제조업 외 2 종,그 외 기타 전자부품 제조업
(주)금강기공,"경상남도 창원시 의창구 팔용로346번길 2 (팔용동, (주)금강기공)",기타 가공 공작기계 제조업 외 4 종,"WHEEL,CAGE,WORM등"
(주)금강인슐텍,경상남도 창원시 마산합포구 진북면 농공단지로 52 (금강인슐텍) 외 1필지,암면 및 유사제품 제조업 외 1 종,MINERAL WOOL 가공품(판상 및 원통 단면 방습재 부착)
(주)금강테크,경상남도 창원시 마산회원구 봉암공단6길 9 (봉암동),구조용 금속 판제품 및 공작물 제조업,엘리베이트부품
(주)금광이엔지,경상남도 창원시 의창구 대산면 가술산남로 8-9,광물처리 및 취급장비 제조업,파쇄기
(주)금구,"경상남도 창원시 성산구 공단로21번길 47 (신촌동, (주)금구)",금속 열처리업,금속열처리
(주)금농,경상남도 창원시 의창구 대산면 대산북로 682,"천막, 텐트 및 유사 제품 제조업",차광막
(주)금성,"경상남도 창원시 성산구 정동로62번길 88-12 (성주동, 오영공업사)",공기 조화장치 제조업,에어컨공기조절장치
(주)금성테크,"경상남도 창원시 성산구 완암로 50, 테크동 9층 904 (성산동, SK테크노파크)",농업 및 임업용 기계 제조업,농업용 기계
(주)금아금속,"경상남도 창원시 성산구 정동로62번길 82 (성주동, (주)금아금속)",자동차 차체용 신품 부품 제조업 외 4 종,에어컨부품
(주)금아스틸,경상남도 창원시 성산구 웅남로795번길 14 (남산동) (총 3 필지) 외 2필지,그 외 기타 1차 철강 제조업,철판
(주)금아스틸,"경상남도 창원시 성산구 성산패총로38번길 3 (성산동, (주)금아스틸)",그 외 기타 1차 철강 제조업,철강재가공품
(주)금아하이드파워,경상남도 창원시 성산구 공단로166번길 13-51 (신촌동),유압기기 제조업 외 13 종,"유압펌프, 실린더, 유압밸브류, 무선장비"
(주)금아하이드파워,경상남도 창원시 의창구 차룡로 20 (팔용동),유압기기 제조업,유압기기
(주)금아하이드파워 기술연구소,경상남도 창원시 의창구 평산로 16 (팔용동),유압기기 제조업 외 12 종,엔진부품
(주)금아하이텍,경상남도 창원시 의창구 북면 운무로 601,금속 절삭기계 제조업,금속절삭 가공품
(주)금영,경상남도 창원시 마산합포구 진북면 대티3길 85,그 외 기타 금속가공업 외 3 종,"금속포밍보강제, 강화합성목재"
(주)금영 제2공장,경상남도 창원시 마산합포구 진북면 대티리 569번지 외 8필지,그 외 기타 금속가공업 외 2 종,"창문, 창틀"
(주)금오전기,"경상남도 창원시 성산구 완암로 50, 메카동 6층 616 (성산동, SK테크노파크)",전구 및 램프 제조업,LED투광기 등
(주)금진실업,경상남도 창원시 마산합포구 진북면 대티3길 90,그 외 기타 금속가공업,발포문틀보강재 및 PVC창호보강재 철판가공
(주)금화테크,경상남도 창원시 마산회원구 봉암공단3길 76 (봉암동),절삭가공 및 유사처리업 외 7 종,CROSS DRILL UNIT 
(주)기선,"경상남도 창원시 성산구 완암로 50, 테크동 1007호 (성산동, SK테크노파크)",전동기 및 발전기 제조업,발전기세트
(주)기성엔지니어링 (창원지점),경상남도 창원시 의창구 차룡단지로 37 (팔용동),기타 가공 공작기계 제조업,기계부품
(주)기영테크,경상남도 창원시 진해구 남영로564번길 22 (남양동),산업용 트럭 및 적재기 제조업,산업용트럭 적재기
(주)기현산업,경상남도 창원시 진해구 웅천서로41번길 84 (제덕동),그 외 자동차용 신품 부품 제조업 외 3 종,자동차조향장치
(주)기홍,경상남도 창원시 마산회원구 봉암공단6길 51 (봉암동),절삭가공 및 유사처리업,"지그, 치공구, 해당부품가공"
(주)길상엔지니어링,"경상남도 창원시 성산구 완암로 50, 메카동 8층 801호 (성산동, SK테크노파크)",금속 열처리업,열처리기기(기자재)
(주)길호철강,경상남도 창원시 마산합포구 가포동 682번지,구조용 금속 판제품 및 공작물 제조업,구조용 금속 판제품 및 공작물 제조업
(주)나노에코,"경상남도 창원시 성산구 완암로 50, 테크동 10층 1010 (성산동, SK테크노파크) 테크동 10층 1010호",그 외 기타 플라스틱 제품 제조업,"비반사,발수가능 나노필름"
(주)나눅스케미칼,경상남도 창원시 마산회원구 자유무역3길 88 (양덕동),합성수지 및 기타 플라스틱 물질 제조업 외 3 종,수성접착제
(주)나눔푸드,"경상남도 창원시 의창구 동읍 신방로39번길 57, 외 2필지",그 외 기타 식료품 제조업,"젓갈, 반찬류"
(주)나라물산,경상남도 창원시 의창구 대산면 주남로 403,"금속 문, 창, 셔터 및 관련제품 제조업 외 5 종","패널, 화장실칸막이, 차양, 막구조물, 금속재창호, 금속재기타울타리 등"
(주)나래에프에이씨,"경상남도 창원시 성산구 반월로 61-44 (신촌동, 나래FAC)",배전반 및 전기 자동제어반 제조업 외 1 종,"자동제어설계 및 구조물 제작, "
(주)나래에프에이씨,경상남도 창원시 의창구 대산면 가술리 700-4번지,기타 구조용 금속제품 제조업 외 1 종,"용접구조물(베드,칼럼 등), 태양력발전(전기)"
(주)나산전기산업,경상남도 창원시 의창구 대산면 주남로503번길 42,산업처리공정 제어장비 제조업 외 7 종,전자기측정 및 제어장치
(주)나산전기산업 2공장,경상남도 창원시 의창구 대산면 봉강가술로537번길 6,배전반 및 전기 자동제어반 제조업 외 5 종,"자동제어반, 수질분석기, 인버터, 프로세스제어반, 재풍전배터리제조"
(주)나올,"경상남도 창원시 성산구 완암로 50, 테크동 B1층 114호 (성산동, SK테크노파크)","산업용 오븐, 노 및 노용 버너 제조업 외 1 종",공업용 로 및 플랜트
(주)나이맥 창원공장,경상남도 창원시 의창구 차룡단지로 109 (팔용동),내연기관 제조업,선박엔진용 공기압력용기
(주)남경,경상남도 창원시 의창구 차룡로14번길 17 (팔용동),그 외 기타 전자부품 제조업,에어컨용 DISPALY PCB
(주)남부,경상남도 창원시 의창구 평산로78번길 12 (팔용동),수동식 식품 가공기기 및 금속 주방용기 제조업 외 3 종,"supergun, 껍질탈피기, 액체 청소기, 파이프청소기, 에어제트팬, 오토해머"
(주)남부디자인,경상남도 창원시 의창구 동읍 의창대로421번길 77,간판 및 광고물 제조업 외 8 종,간판 및 광고물
(주)남부테크,경상남도 창원시 의창구 북면 무동리 38번지 외 5필지,금속 절삭기계 제조업,공작기계
(주)남북이엔지,경상남도 창원시 성산구 곰절길18번길 2 (성주동),배전반 및 전기 자동제어반 제조업 외 1 종,화염감지시스템
(주)남성기계,경상남도 창원시 의창구 차룡단지로 89 (팔용동),금속 절삭기계 제조업 외 4 종,"공작기계용S/G,단품외"
(주)남양테크,경상남도 창원시 의창구 죽전로82번길 49 (팔용동),산업용 로봇 제조업,차체용접설비
(주)남영,"경상남도 창원시 성산구 창곡로 148 (신촌동, (주)네오프리텍)",그 외 자동차용 신품 부품 제조업,자동차부품 및 기계류
(주)네스,경상남도 창원시 의창구 대산면 대산북로 429,금속 절삭기계 제조업,산업기계부품
(주)네오일렉,경상남도 창원시 마산회원구 내서읍 광려천남로 59 경남로봇랜드재단 615호,일반용 전기 조명장치 제조업,LED조명기기
(주)네오플라테크,경상남도 창원시 마산회원구 자유무역3길 180 (양덕동) 표준공장 7호동 3층,기타 기계.장비 조립용 플라스틱 제품 제조업,세탁기 및  냉장고 케이스
(주)네오헬스테크널러지,경상남도 창원시 마산회원구 봉암북7길 21 (봉암동) 경남지능형홈산업화센터 (기업입주동3) 6동 601호,컴퓨터 제조업 외 1 종,"싱클보드컴퓨터, 통합시험장비, 데이터획득, 처리장치"
(주)넥셈,경상남도 창원시 성산구 곰절길27번길 1 (성주동),그 외 기타 특수목적용 기계 제조업 외 1 종,패이스트휠
(주)노아엑츄에이션 창원지사,경상남도 창원시 의창구 창원대로18번길 22 (팔용동) 경남테크노파크 본부동 403호,산업용 로봇 제조업,"액추에이터, 산업용 로봇 설계"
(주)노아텍트라,"경상남도 창원시 마산합포구 진북면 진함로 349, (추곡리818)",기체 펌프 및 압축기 제조업 외 4 종,기체펌프 및 압축기 제조
(주)녹원,"경상남도 창원시 성산구 월림로 17-25 (신촌동, (주)수덕산업기계)",건설 및 채광용 기계장비 제조업 외 2 종,"건설기계,중장비유공압제관"
(주)뉴템즈,"경상남도 창원시 성산구 공단로21번길 28 (신촌동, (주)뉴템즈)",산업용 냉장 및 냉동 장비 제조업 외 2 종,"산업용 냉동기,큼속탱크"
(주)다민,경상남도 창원시 성산구 공단로98번길 9 (신촌동),자동차 엔진용 신품 부품 제조업,자동차부품
(주)다산,경상남도 창원시 마산회원구 자유무역3길 66 (양덕동),그 외 기타 특수목적용 기계 제조업 외 1 종,SCROLL COMPRESSOR
(주)다산정밀,"경상남도 창원시 성산구 완암로 50, 메카동 10층 1005 (성산동, SK테크노파크)",기타 광학기기 제조업,광학렌즈
(주)다온지능정보 마산공장,경상남도 창원시 마산회원구 내서읍 광려천남로 59 경남로봇랜드재단 8층 814호,그 외 기타 전자부품 제조업,차량속도 측정기
(주)다올산전,경상남도 창원시 의창구 차룡로48번길 44 (팔용동) 1동 B1층 B111호,배전반 및 전기 자동제어반 제조업,배전반 및 전기자동 제어반
(주)다울피피티,경상남도 창원시 성산구 월림로65번길 28 (신촌동),그 외 기타 특수목적용 기계 제조업,용접 자동화 장비
(주)다은에프에이,"경상남도 창원시 의창구 소계로 12, 테크동 302호 (팔용동, 창원테크노밸리) (팔용동)",배전반 및 전기 자동제어반 제조업,"PLC(프로그램내장컨트롤러),배전반"
(주)다프,경상남도 창원시 의창구 대산면 가술리 666-2번지,산업처리공정 제어장비 제조업,로봇자동화 부품
(주)담원조경건설,경상남도 창원시 의창구 차룡로 41 (팔용동),그 외 기타 달리 분류되지 않은 제품 제조업,"파라솔,썬차일,파고라,어닝"
(주)대건이엔지,경상남도 창원시 성산구 공단로98번길 22 (신촌동),절삭가공 및 유사처리업,금형부품
(주)대건테크,"경상남도 창원시 의창구 사화로 138 (팔용동, (주)대건테크)",절연 코드세트 및 기타 도체 제조업 외 4 종,"전자제어장치, 케이블하네스,3D프린터"
(주)대경,경상남도 창원시 마산합포구 진북면 연동로 177,비금속광물 분쇄물 생산업,건설용 분쇄골재
(주)대경개발,경상남도 창원시 진해구 남영로544번길 6 (남양동),비금속류 해체 및 선별업 외 2 종,재생골재
(주)대경열처리,경상남도 창원시 성산구 성주로81번길 26 (남산동),금속 열처리업,금속제품
(주)대경정공,"경상남도 창원시 성산구 반월로60번길 21 (신촌동, (주)대경정공)",자동차 엔진용 신품 부품 제조업 외 20 종,"건설중장비부품,공작기계부품"
(주)대경테크윈,경상남도 창원시 의창구 팔용로346번길 18 (팔용동),그 외 기타 전기장비 제조업,에어컨 등 동 배관부품
(주)대광엠씨,"경상남도 창원시 성산구 반월로68번길 26, 제ㄴ동 (신촌동)",그 외 기타 분류 안된 금속 가공 제품 제조업 외 3 종,"금형, 산업기계"
(주)대광오토,경상남도 창원시 의창구 대산면 봉강가술로 586,"탭, 밸브 및 유사장치 제조업",관이음쇠
(주)대균 1공장,경상남도 창원시 마산회원구 자유무역3길 130 (양덕동),절삭가공 및 유사처리업 외 1 종,"에어컨, 냉장고부품"
(주)대균 2공장,경상남도 창원시 마산회원구 자유무역3길 114 (양덕동),절삭가공 및 유사처리업 외 1 종,"에어컨, 냉장고 부품"
(주)대덕,경상남도 창원시 마산회원구 내서읍 함마대로 2536-10 (공장) 외 2필지,건설 및 채광용 기계장비 제조업 외 1 종,선박용부품
(주)대덕기업,"경상남도 창원시 성산구 남면로113번길 25-44 (대원동, (주)대덕테크)",금속 절삭기계 제조업,"공작기계, 방산부품 등"
(주)대도에스알디,경상남도 창원시 마산회원구 봉암공단로 12 (봉암동),그 외 기타 특수목적용 기계 제조업 외 1 종,자동도어
(주)대도화성,"경상남도 창원시 마산회원구 봉암공단4길 96 (봉암동, 주택) 외 1필지","플라스틱 포대, 봉투 및 유사제품 제조업",비닐봉투 외
(주)대동사,"경상남도 창원시 의창구 팔용로371번길 26 (팔용동, 주식회사대동사)",도금업,도금
(주)대동사,경상남도 창원시 의창구 팔용로371번길 19 (팔용동),도금업,도금
(주)대동사,경상남도 창원시 의창구 차룡단지로 188 (팔용동),도장 및 기타 피막처리업,금속제품 표면처리
(주)대동씨엠,경상남도 창원시 진해구 남의로43번길 43 (남양동),선철주물 주조업 외 3 종,"주물, CAM SHAFT"
(주)대동퍼시픽,"경상남도 창원시 성산구 창원대학로 20, 1층 3호 (퇴촌동, 창원대학교)",암면 및 유사제품 제조업 외 1 종,폴리우레탄계시멘트복합체
(주)대륜기업,경상남도 창원시 진해구 남영로511번길 30 (남양동),건설 및 채광용 기계장비 제조업 외 1 종,"유압실린더 가공품, 자동차적재함"
(주)대륭,경상남도 창원시 의창구 죽전로 86 (팔용동),내연기관 제조업 외 1 종,"해상/산업용 발전기, 내연기관 부품 및 정비"
(주)대림경판,경상남도 창원시 마산합포구 진북면 신촌리 430-23번지,자동차용 금속 압형제품 제조업 외 1 종,금속압형제품제조
(주)대림에스엔피,경상남도 창원시 마산합포구 진북면 진북산업로 493-38,육상 금속 골조 구조재 제조업 외 1 종,철구조물
(주)대림에스엔피 3공장,경상남도 창원시 마산합포구 진북면 진북산업로 493-39 외 5필지,선박 구성 부분품 제조업,선박용 강구조물
(주)대림에스엔피 4공장,경상남도 창원시 마산합포구 진북면 진북산업로 493-39,선박 구성 부분품 제조업,선박구성부분품
(주)대림테크,경상남도 창원시 의창구 차룡로14번길 22 (팔용동),유압기기 제조업,"유압기기관이음쇠, 피팅"
(주)대명,"경상남도 창원시 의창구 평산로 60 (팔용동, 삼진산업)",변압기 제조업 외 2 종,"중전기부품,볼 및 롤러베어링, 자동차부품"
(주)대명,"경상남도 창원시 마산회원구 자유무역4길 6 (봉암동, 대명)",기타 직물제품 제조업 외 2 종,낙하산 압축기 부품 볼베어링 케이스
(주)대성,"경상남도 창원시 마산회원구 봉양로 105 (봉암동, 주택)","근무복, 작업복 및 유사의복 제조업 외 2 종",작업복등
(주)대성,경상남도 창원시 진해구 남영로527번길 43 (남양동),그 외 기타 일반목적용 기계 제조업 외 1 종,압력조정기 및 용단기
(주)대성스틸,"경상남도 창원시 성산구 완암로 50, 테크동 1층 102호 (성산동, SK테크노파크)",절삭가공 및 유사처리업,자동화기계부품(임)가공
(주)대성엠텍,경상남도 창원시 진해구 남영로527번길 18 (남양동),반도체 제조용 기계 제조업,반도체/평탄디스플레이
(주)대성파인텍,경상남도 창원시 의창구 대산면 주남로400번길 37 (총 2 필지) 외 1필지,"산업용 오븐, 노 및 노용 버너 제조업 외 3 종","태양열온수기,심야전기보일러, 태양광발전장치(접속반, 구조물)"
(주)대성파인텍,"경상남도 창원시 성산구 성산패총로24번길 16 (성산동, (주)대성파인텍)",그 외 자동차용 신품 부품 제조업 외 2 종,자동차부품
(주)대성파인텍,경상남도 창원시 성산구 남면로 627 (외동),그 외 자동차용 신품 부품 제조업 외 1 종,자동차부품(Seat Recliner)
(주)대성파인텍,경상남도 창원시 진해구 남영로527번길 16 (남양동) 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종,자동차도어락
(주)대송이엔티,경상남도 창원시 마산합포구 진북면 망곡길 15,육상 금속 골조 구조재 제조업,철구조물
(주)대야엠티,경상남도 창원시 마산합포구 진북면 산단2길 46-56,강주물 주조업,"플랜트주강부품, 방산부품"
(주)대양기전,경상남도 창원시 의창구 북면 마산길42번길 16,절연 코드세트 및 기타 도체 제조업,가공절연코드
(주)대양유압,"경상남도 창원시 마산회원구 내서읍 신평로 17, A동",절삭가공 및 유사처리업 외 1 종,"유압블록, 유압부품"
(주)대양이엔지,"경상남도 창원시 마산합포구 진북면 산단2길 46-52, (신촌리 11-4)",액체 펌프 제조업,선박 및 산업용 펌프
(주)대연,경상남도 창원시 의창구 동읍 의창대로491번길 57-16,배전반 및 전기 자동제어반 제조업 외 2 종,"배전반, 분전반, 자동제어반  등"
(주)대연정공,"경상남도 창원시 성산구 웅남로 316, 3동 1층 107호 외(207,307,407) (웅남동)",절삭가공 및 유사처리업,자동차 부품(가공)
(주)대영기업,"경상남도 창원시 성산구 월림로39번길 29 (신촌동, (주)대영기업)",도장 및 기타 피막처리업 외 2 종,"도장, 전동기 부품"
(주)대영디텍,경상남도 창원시 의창구 팔용로 363 (팔용동),자동차용 금속 압형제품 제조업 외 1 종,벤딩
(주)대영식품 어업회사법인,경상남도 창원시 마산합포구 진동면 신기리 432-1 외 2필지,수산동물 건조 및 염장품 제조업 외 1 종,"다시팩, 쥐포채, 파래김자반"
(주)대웅셀테크,"경상남도 창원시 진해구 남의로71번길 35 (남양동, 대웅중자)",주형 및 금형 제조업,중자
(주)대웅테크,경상남도 창원시 성산구 연덕로15번길 75 (웅남동),항공기용 부품 제조업,항공기 부품
(주)대원기전,"경상남도 창원시 의창구 창원대로363번길 11, 6동 4호 (팔용동, 창원제3표준공장)",배전반 및 전기 자동제어반 제조업,공작기계용 CONTROL BOX ASS'Y
(주)대원기전,"경상남도 창원시 의창구 창원대로363번길 11, 7동 3층 10 (팔용동, 창원제3표준공장)",배전반 및 전기 자동제어반 제조업,배전반
(주)대원정공,"경상남도 창원시 성산구 공단로 228-36 (웅남동, 세양쇼트기계) (총 2 필지) 외 1필지",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,특수차량부품
(주)대유미디어시스템즈,경상남도 창원시 의창구 차룡로48번길 44 (팔용동) 1동 13층 1312호 1동 13층 1312호,유선 통신장비 제조업 외 1 종,통신장비
(주)대주건영,경상남도 창원시 성산구 남면로113번길 25-28 (대원동),아스팔트 콘크리트 및 혼합제품 제조업,아스콘
(주)대진중공업,"경상남도 창원시 마산합포구 진북면 진북신촌로 63, (주)대진중공업 (총 2 필지) 외 1필지",구조용 금속 판제품 및 공작물 제조업,해양플랜트 구조구성품
(주)대창산업,경상남도 창원시 의창구 팔용로346번길 1 (팔용동) 대창산업,구조용 금속 판제품 및 공작물 제조업 외 3 종,"더블바, 케링, 코아판(샌드위치판넬)"
(주)대창판넬,경상남도 창원시 의창구 팔용로346번길 1 (팔용동),구조용 금속 판제품 및 공작물 제조업,샌드위치 판넬
(주)대풍산업,경상남도 창원시 마산합포구 진북면 연동로 148 (총 3 필지) 외 2필지,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업 외 1 종","벽돌, 블럭, 외 토목자재"
(주)대풍산업,경상남도 창원시 마산합포구 진북면 연동로 119 (총 10 필지) 외 9필지,아스팔트 콘크리트 및 혼합제품 제조업,"아스팔트물질, 아스콘 제조"
(주)대풍산업 제2공장,경상남도 창원시 마산합포구 진북면 연동로 171,비금속광물 분쇄물 생산업,골재(부순모래)
(주)대한기계,"경상남도 창원시 성산구 반월로 61-35 (신촌동, (주)대한기계)",절삭가공 및 유사처리업 외 1 종,"가공기계제조, 기계부품 가공"
(주)대한라이징,"경상남도 창원시 의창구 차상로 182-3 (팔용동, 대한정공)",그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품
(주)대한씨앤에스,경상남도 창원시 성산구 창원대로1144번길 56 (성주동),무기 및 총포탄 제조업 외 5 종,로봇경계시스템 외
(주)대한엘리베이터,"경상남도 창원시 성산구 완암로 50, 넥스동 7층 717 (성산동, SK테크노파크)",배전반 및 전기 자동제어반 제조업,"승강기 콘솔, 케비넷 제작"
(주)대한이엔지,경상남도 창원시 의창구 평산로8번길 37-16 (팔용동),건설 및 채광용 기계장비 제조업,중장비 부품
(주)대한정기,경상남도 창원시 의창구 차룡단지로 23 (팔용동),자동차 엔진용 신품 부품 제조업,"자동차 엔진 부품(자동변속용 밸브바디, 타이밍 체인 케이스 등)"
(주)대호아이앤티,"경상남도 창원시 마산회원구 자유무역3길 211, 3동 5층 일부 (양덕동, 표준공장)",유선 통신장비 제조업 외 2 종,시스템 에어컨용 네트워크 솔루션 및 전자기기
(주)대호테크,경상남도 창원시 의창구 죽전로 7 (팔용동),배전반 및 전기 자동제어반 제조업 외 8 종,"자동차설비,가로등, 안내판, 압축성형기"
(주)대호테크 창원지점,경상남도 창원시 의창구 죽전로 44 (팔용동),전기회로 접속장치 제조업 외 9 종,광학제조장비 외
(주)대호하이드로릭,경상남도 창원시 성산구 월림로39번길 23 (신촌동),절삭가공 및 유사처리업,유압부품
(주)대훈건설,경상남도 창원시 마산합포구 구산면 안녕로 303,일반용 도료 및 관련제품 제조업 외 1 종,미끄럼방지포장재
(주)대흥이에스티,"경상남도 창원시 의창구, 1동 1층 340호 (팔용동)",배전반 및 전기 자동제어반 제조업,배전반
(주)더디자인,"경상남도 창원시 성산구 완암로 50, 넥스동 4층 415호 (성산동, SK테크노파크)",전시 및 광고용 조명장치 제조업,광고용 조명판외
(주)더원테크,경상남도 창원시 의창구 대산면 가술산남로34번길 35,구조용 금속 판제품 및 공작물 제조업 외 4 종,철구조물 및 가공제품
(주)더원테크,경상남도 창원시 의창구 대산면 가술산남로 16,구조용 금속 판제품 및 공작물 제조업 외 3 종,금속조립구조물
(주)덕보테크,경상남도 창원시 의창구 차룡로 12 (팔용동),전자 응용 절삭기계 제조업,"커빅커플링, 공작기계부품"
(주)덕보테크,"경상남도 창원시 의창구 창원대로363번길 11, 7동 1층 1호 (팔용동, 창원제3표준공장)",절삭가공 및 유사처리업,공작기계부품 임가공 등
(주)덕성테크윈,"경상남도 창원시 성산구 월림로39번길 57 (신촌동, 덕성테크)",항공기용 부품 제조업,항공기엔진부품
(주)덕양,"경상남도 창원시 의창구 창원대로363번길 11, 2동 1층 1 (팔용동, 창원제3표준공장)",절삭가공 및 유사처리업 외 1 종,임가공(변속기 부품 등)
(주)덕유,경상남도 창원시 성산구 웅남로 502 (성산동),주형 및 금형 제조업,금형
(주)덕일,"경상남도 창원시 성산구 반월로60번길 3 (신촌동, 덕일기공)",기타 가공 공작기계 제조업,"공장자동화,기계가공"
(주)델릭스,경상남도 창원시 성산구 공단로474번길 21-6 (성산동),유압기기 제조업 외 12 종,"유압실린더, 모터"
(주)델릭스,"경상남도 창원시 마산합포구 진북면 진북신촌로 176, (신촌리 9-2) 외 1필지",절삭가공 및 유사처리업,굴삭기 부품 등
(주)도명테크,경상남도 창원시 의창구 사림로111번길 32-5 (사림동),배전반 및 전기 자동제어반 제조업,자동화시스템
(주)도미니언코리아,경상남도 창원시 마산합포구 진북면 동삼길 135 (창고),기타 과실ㆍ채소 가공 및 저장 처리업,양파포장
(주)동경씨에스,경상남도 창원시 성산구 성산패총로38번길 18 (성산동),자동차용 금속 압형제품 제조업 외 1 종,금속케이스
(주)동광테크,경상남도 창원시 성산구 곰절길17번길 10 (성주동),절삭가공 및 유사처리업 외 16 종,"자동차, 엘리베이터부품"
(주)동구기업,"경상남도 창원시 성산구 정동로62번길 60 (성주동, (주)동구기업) 외 1필지",주형 및 금형 제조업,프레스금형
(주)동국산기,경상남도 창원시 마산회원구 내서읍 용담리 842-1번지,선박 구성 부분품 제조업,선박구성부품
(주)동국알앤에스,경상남도 창원시 마산합포구 진전면 미더덕로 102 (동국R&S) (총 9 필지) 외 8필지,정형 내화 요업제품 제조업 외 1 종,내화벽돌
(주)동국알앤에스,경상남도 창원시 마산합포구 진전면 미더덕로 101 (공장),정형 내화 요업제품 제조업 외 2 종,"내화물,특수배합 사료"
(주)동국정밀,"경상남도 창원시 성산구 웅남로 316, 1동 1층 111호, 211호, 311호, 411호 (웅남동)",절삭가공 및 유사처리업,산업기계부품 가공
(주)동남,"경상남도 창원시 마산회원구 자유무역6길 157 (봉암동, 동남(주))",비금속광물 분쇄물 생산업,정밀주물용규사
(주)동남정밀,경상남도 창원시 의창구 북면 동전로110번길 16,금속 스프링 제조업,스프링
(주)동남테크윈,경상남도 창원시 의창구 북면 감계로156번길 6-14,주형 및 금형 제조업,금형제품
(주)동남하이텍,경상남도 창원시 성산구 월림로67번길 55 (양곡동),항공기용 부품 제조업,항공기부품(동체부품)
(주)동방 창원지사,경상남도 창원시 마산회원구 봉암공단로 9 (봉암동),건설 및 채광용 기계장비 제조업,중기수리
(주)동방선기,경상남도 창원시 진해구 명제로 73 (죽곡동),선박 구성 부분품 제조업,선박구성 부품
(주)동방선기,"경상남도 창원시 진해구 명제로 77 (죽곡동, (주)웅천의장) (총 3 필지) 외 2필지",선박 구성 부분품 제조업 외 1 종,선박구성 부분품
(주)동방주물,경상남도 창원시 의창구 사화로 318 (팔용동),선철주물 주조업 외 1 종,"주물, 금형, 목형"
(주)동보 창원공장,"경상남도 창원시 성산구 완암로 3, 3동 1층 3호 (웅남동)",그 외 자동차용 신품 부품 제조업 외 3 종,자동차 T/M용 FORKSET ASSY
(주)동산공업,경상남도 창원시 의창구 차상로 172-29 (팔용동),기타 가공 공작기계 제조업 외 2 종,프레스자동화설비
(주)동서기전,경상남도 창원시 의창구 팔용로346번길 32 (팔용동),배전반 및 전기 자동제어반 제조업,"항공부품, 치공구"
(주)동서기전,경상남도 창원시 의창구 팔용로346번길 34 (팔용동),배전반 및 전기 자동제어반 제조업,"공작기계 제어장치, 공장자동화 시스템 자동차  시험"
(주)동서일렉,경상남도 창원시 성산구 창원대로1144번길 33 (성주동),전동기 및 발전기 제조업,모터(가전기기용)
(주)동성공업,"경상남도 창원시 마산회원구 무역로 135 (봉암동, 동성중공업)",내연기관 제조업,선박엔진부품
(주)동성메카텍,경상남도 창원시 마산회원구 봉암공단5길 42-16 (봉암동),유압기기 제조업,유입기기 부품
(주)동성산기제2공장,경상남도 창원시 의창구 동읍 백월로 497,그 외 기타 의료용 기기 제조업,컴퓨터 융합 재활 의료기기
(주)동성정밀,"경상남도 창원시 성산구 연덕로15번길 46 (웅남동, 동성정밀)",무기 및 총포탄 제조업 외 11 종,"볼트, 너트, 기어류 등"
(주)동승,"경상남도 창원시 성산구 완암로 50, 테크동 606호 (성산동, SK테크노파크)",배전반 및 전기 자동제어반 제조업,공장자동화기기 및 부품(공작기계판넬)
(주)동신기공,경상남도 창원시 마산회원구 내서읍 신평안길 42 (동신기공),기타 가공 공작기계 제조업,선박엔진용스포터
(주)동신아케이드,"경상남도 창원시 성산구 완암로 50, 메카동 10층 1012호 (성산동, SK테크노파크)","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종","금속구조물, 아케이드, 차양, 캐노피 등"
(주)동신유압,경상남도 창원시 진해구 신항7로 3 (남문동),"고무, 화학섬유 및 플라스틱 성형기 제조업 외 2 종",사출성형기 
(주)동아,"경상남도 창원시 성산구 남면로113번길 20 (대원동, 동아건설산업(주)) 외 1필지",볼트 및 너트류 제조업 외 5 종,"고장력 볼트 너트,트랙볼트 외"
(주)동아애드산업,경상남도 창원시 의창구 천주로 6-2 (서상동),간판 및 광고물 제조업 외 14 종,"도로표지판, 간판, 프린트라벨, 조립식구조물, 실물모형, 금속용울타리, 금속상패, 철재조립품 등"
(주)동아텍,"경상남도 창원시 마산회원구 봉암공단12길 32 (봉암동, 동성정밀)",절삭가공 및 유사처리업,실린더
(주)동양/건재부문 창원공장,"경상남도 창원시 성산구, 적현로279번길 6(신촌동 63-34) (신촌동)",레미콘 제조업,레미콘
(주)동양금속,경상남도 창원시 진해구 남영로544번길 10 (남양동),선철주물 주조업,"유압밸브, 산업설비부품 외"
(주)동양금속,경상남도 창원시 진해구 남양동 426번지,기어 및 동력전달장치 제조업,감속기
(주)동양기업,경상남도 창원시 성산구 공단로21번길 50 (신촌동),기어 및 동력전달장치 제조업,fa감속기 부품
